,word,sentid,sentpos,wlen,surp,entropy,entred,RT
4369,is,7,1,2,3.022123098373413,7.691479206085205,0.0,343.817204301075
4370,when,7,2,4,11.546006202697756,5.990553379058838,1.7009258270263672,345.6063829787231
4371,I,7,3,1,6.138806343078612,6.30121374130249,0.0,322.957894736842
4372,got,7,4,3,8.480782508850098,8.856279373168945,0.0,348.22105263157897
4373,this,7,5,4,7.745625495910644,6.66409158706665,2.192187786102295,336.21505376344106
4374,big,7,6,3,11.488358497619627,9.067211151123047,0.0,337.42105263157913
4375,"idea,",14,15,5,10.46646237373352,13.761967658996582,3.932732582092285,375.42553191489407
4376,which,7,9,5,4.884333610534668,6.523489952087402,0.0,340.50537634408596
4377,hit,7,10,3,13.78537368774414,7.035169124603272,0.0,319.12903225806485
4378,me,7,11,2,8.154547691345215,4.847309589385986,2.1878595352172847,329.5894736842109
4379,like,7,12,4,8.923373222351074,6.49648380279541,0.0,317.24468085106406
4380,a,7,13,1,2.1941766738891597,6.353268146514893,0.14321565628051758,307.2903225806449
4381,ton,7,14,3,19.881250381469727,10.208719253540039,0.0,305.76595744680805
4382,of,7,15,2,5.13404655456543,6.279330253601074,3.929388999938965,323.9139784946239
4383,bricks.,14,33,7,19.699584007263184,12.575308322906494,1.602973461151123,356.510869565217
4384,If,8,0,2,10.649815559387207,6.40224552154541,0.0,347.075268817204
4385,the,8,1,3,1.5697942972183228,5.779829025268555,0.6224164962768555,323.705263157895
4386,Elvis,8,2,5,19.484106063842773,10.452123641967773,0.0,349.23157894736795
4387,haircut,8,3,7,17.87602996826172,8.13451099395752,2.317612648010254,409.65263157894685
4388,was,8,4,3,1.437571406364441,5.03502082824707,3.0994901657104488,353.326315789474
4389,the,8,5,3,3.92497992515564,8.823708534240723,0.0,311.55913978494607
4390,big,8,6,3,12.389533996582033,8.584450721740723,0.2392578125,315.62765957446794
4391,"secret,",16,15,7,16.689936637878418,18.141148567199707,0.8328714370727539,353.13829787234005
4392,then,8,9,4,9.502603530883787,6.780424118041992,1.8737144470214844,342.0430107526881
4393,Elvis's,16,21,7,20.099288940429688,15.345348358154297,0.8013534545898438,359.29347826087
4394,haircut,8,12,7,14.074867248535154,10.069742202758787,0.0,335.92307692307713
4395,I,8,13,1,12.89419174194336,4.025996208190918,6.043745994567871,366.86170212765995
4396,was,8,14,3,3.0245239734649663,7.374650478363037,0.0,330.7065217391299
4397,going,8,15,5,6.198409080505371,8.921073913574219,0.0,305.18085106383
4398,to,8,16,2,0.3483927845954895,2.2643873691558842,6.656686544418335,343.467391304348
4399,get.,16,35,4,11.919766426086426,14.517515659332275,0.05327558517456055,355.7578947368421
4400,I,9,0,1,7.4258198738098145,6.40224552154541,0.0,336.55913978494607
4401,was,9,1,3,3.624342918395996,8.211592674255371,0.0,317.1789473684211
4402,going,9,2,5,6.375102519989014,8.585233688354492,0.0,305.9139784946239
4403,to,9,3,2,0.2581033408641815,1.7546921968460083,6.830541491508484,310.705263157895
4404,have,9,4,4,4.006242275238037,7.107907295227051,0.0,307.1170212765961
4405,my,9,5,2,10.158784866333008,6.577038764953612,0.5308685302734375,326.08421052631587
4406,day,9,6,3,11.573372840881348,6.553606033325195,0.02343273162841797,341.0105263157889
4407,in,9,7,2,3.451133251190185,6.0783748626708975,0.4752311706542969,305.40000000000015
4408,the,9,8,3,1.5327768325805664,6.588878154754639,0.0,300.9893617021281
4409,"sun,",18,19,4,15.022722959518433,16.116510391235355,2.9952259063720703,311.3085106382979
4410,and,9,11,3,2.1013612747192383,6.8191871643066415,0.0,311.97849462365605
4411,all,9,12,3,7.4986939430236825,7.593735694885254,0.0,302.57894736842087
4412,the,9,13,3,2.4348464012146,6.864717960357666,0.7290177345275879,301.757894736842
4413,way,9,14,3,7.361919403076173,9.95272731781006,0.0,317.77894736842103
4414,to,9,15,2,2.6293492317199707,6.801032066345215,3.151695251464844,297.926315789474
4415,town,9,16,4,13.762632369995115,8.672871589660645,0.0,312.57894736842087
4416,that,9,17,4,6.999799728393555,7.599785327911378,1.0730862617492676,340.83157894736803
4417,was,9,18,3,3.227148532867432,7.32939863204956,0.2703866958618164,342.404255319149
4418,all,9,19,3,7.542951107025146,8.94585132598877,0.0,305.75
4419,I,9,20,1,9.105177879333496,8.074247360229492,0.8716039657592773,316.44086021505393
4420,talked,9,21,6,14.233013153076172,7.873593330383301,0.2006540298461914,301.02150537634395
4421,about.,18,45,6,6.167221069335938,11.048089027404785,3.284886360168457,324.075268817204
4422,The,10,0,3,2.774135112762451,6.40224552154541,0.0,331.34042553191506
4423,fact,10,1,4,9.476630210876463,9.948598861694336,0.0,298.8617021276599
4424,that,10,2,4,0.27308088541030884,1.6491775512695312,8.299421310424805,302.21505376344106
4425,I,10,3,1,8.957172393798828,5.615152359008789,0.0,305.344086021505
4426,was,10,4,3,3.6881582736968994,7.681694507598878,0.0,299.12765957446794
4427,getting,10,5,7,9.97061252593994,8.378316879272461,0.0,296.10869565217405
4428,an,10,6,2,6.773059368133545,7.3059020042419425,1.0724148750305176,305.78723404255294
4429,Elvis,10,7,5,19.297483444213867,9.591958999633787,0.0,319.4893617021281
4430,"haircut,",20,17,8,18.751083135604862,12.427756309509277,4.577941417694092,333.968085106383
4431,not,10,10,3,7.34684419631958,6.702521800994872,0.0,309.25806451612897
4432,just,10,11,4,7.498566150665282,8.172520637512207,0.0,327.14130434782595
4433,the,10,12,3,4.412220478057861,7.946535587310791,0.225985050201416,300.4148936170209
4434,simple,10,13,6,12.334117889404295,9.18390941619873,0.0,312.74468085106406
4435,fact,10,14,4,10.599630355834961,10.142679214477539,0.0,329.3548387096771
4436,that,10,15,4,1.3989343643188477,3.997534513473511,6.145144701004027,317.6774193548391
4437,we,10,16,2,7.110962390899657,5.59171199798584,0.0,331.76595744680805
4438,were,10,17,4,3.1198422908782963,6.383234977722168,0.0,297.967741935484
4439,getting,10,18,7,8.926180839538574,8.97804069519043,0.0,332.0106382978719
4440,out,10,19,3,4.678258419036865,7.159462928771973,1.8185777664184568,302.23655913978513
4441,of,10,20,2,2.898627281188965,6.302896022796631,0.8565669059753418,293.27659574468106
4442,the,10,21,3,1.811849594116211,6.96481466293335,0.0,321.76344086021487
4443,"orphanage,",20,45,10,17.8830246925354,15.758241653442383,4.9134063720703125,337.86021505376306
4444,made,10,24,4,10.235729217529297,6.2398176193237305,0.0,317.49462365591404
4445,me,10,25,2,7.994595527648926,5.835553169250487,0.4042644500732422,333.202127659574
4446,particularly,10,26,12,10.4752779006958,9.116596221923828,0.0,430.23655913978496
4447,loquacious.,20,55,6,7.501675367355347,13.812547206878662,3.3651909828186035,574.8913043478259
4448,I,11,0,1,7.425821304321289,6.402242660522461,0.0,458.9782608695651
4449,told,11,1,4,9.628860473632812,8.211592674255371,0.0,418.78260869565185
4450,"everybody,",22,5,10,16.210176944732666,9.686395645141602,4.954578399658203,390.78723404255294
4451,including,11,4,9,12.734113693237305,4.916408061981201,0.0,352.67021276595693
4452,the,11,5,3,2.1313533782958984,7.083408832550049,0.0,357.7021276595741
4453,orphanage,11,6,9,14.997698783874512,10.354201316833496,0.0,384.8387096774189
4454,matron,11,7,5,6.73763370513916,6.25511360168457,4.099087715148927,380.6382978723401
4455,I,11,8,1,10.085591316223145,5.544839382171631,0.7102742195129395,397.1612903225811
4456,normally,11,9,8,12.285280227661133,8.065386772155763,0.0,395.968085106383
4457,"feared,",22,21,7,16.316110849380493,13.928136825561523,4.070087432861328,413.3191489361701
4458,that,11,12,4,5.727103233337402,6.475930213928223,0.0,335.9148936170209
4459,I,11,13,1,3.827193260192871,6.766592025756836,0.0,314.297872340426
4460,was,11,14,3,3.2869515419006348,6.732917308807372,0.03367471694946289,297.531914893617
4461,going,11,15,5,4.880517959594727,8.445808410644531,0.0,295.9787234042551
4462,to,11,16,2,0.371797651052475,2.317725658416748,6.128082752227782,304.404255319149
4463,look,11,17,4,8.750509262084961,7.2160563468933105,0.0,291.8829787234039
4464,just,11,18,4,10.418024063110352,6.048735618591309,1.167320728302002,296.76595744680805
4465,like,11,19,4,6.648843765258789,6.582043170928955,0.0,304.8936170212769
4466,Elvis,11,20,5,14.430577278137207,6.6082801818847665,0.0,314.85106382978717
4467,Presley,11,21,7,16.813776016235348,4.233095645904541,2.3751845359802246,337.095744680851
4468,and,11,22,3,3.026686906814575,3.7258090972900386,0.5072865486145021,323.3829787234039
4469,that,11,23,4,7.850595474243164,8.428583145141603,0.0,330.07446808510593
4470,I,11,24,1,4.2404375076293945,5.765018939971924,2.6635642051696777,302.18085106383
4471,would,11,25,5,3.8698215484619136,6.452982425689697,0.0,305.301075268817
4472,learn,11,26,5,8.027437210083008,6.782754898071289,0.0,304.8936170212769
4473,to,11,27,2,3.1662817001342773,6.016155242919923,0.7665996551513672,314.5106382978719
4474,move,11,28,4,9.689525604248047,6.87593936920166,0.0,303.4893617021281
4475,around,11,29,6,9.138757705688477,6.218717098236084,0.6572222709655762,323.05319148936195
4476,just,11,30,4,9.086706161499023,5.74080753326416,0.4779095649719238,295.76595744680805
4477,like,11,31,4,7.729935169219972,6.840338706970215,0.0,295.797872340426
4478,he,11,32,2,6.390376091003418,6.6316895484924325,0.2086491584777832,299.1612903225809
4479,did,11,33,3,5.641024112701416,6.608355045318604,0.023334503173828125,337.8829787234039
4480,and,11,34,3,7.118792533874513,6.1452879905700675,0.4630670547485352,292.25531914893594
4481,that,11,35,4,5.622046947479248,9.274140357971193,0.0,318.634408602151
4482,I,11,36,1,2.9789459705352783,6.7056941986083975,2.568446159362793,296.720430107527
4483,would,11,37,5,3.8863041400909424,6.562807083129883,0.14288711547851562,297.827956989247
4484,be,11,38,2,3.0832226276397705,6.73126220703125,0.0,305.582417582418
4485,rich,11,39,4,11.952430725097654,8.468802452087402,0.0,287.6304347826089
4486,and,11,40,3,3.878862380981445,4.5863189697265625,3.88248348236084,295.87234042553206
4487,famous,11,41,6,18.355478286743164,9.834432601928713,0.0,314.12903225806485
4488,one,11,42,3,9.574246406555176,5.569005966186523,4.265426635742188,317.8387096774191
4489,"day,",22,87,4,8.21742868423462,12.944564819335938,0.5214033126831055,312.22340425531894
4490,just,11,45,4,8.347316741943361,6.651693820953369,0.0,297.797872340426
4491,like,11,46,4,6.068284034729004,6.875590324401856,0.0,286.4574468085111
4492,him.,22,95,4,8.523529171943665,11.48812484741211,2.241689682006836,321.18085106383
4493,The,12,0,3,2.774135112762451,6.40224552154541,0.0,356.81720430107504
4494,matron,12,1,5,3.013998746871948,9.948598861694336,0.0,360.89130434782595
4495,understood,12,2,10,17.809999465942386,7.09241247177124,2.856186389923096,339.720430107527
4496,my,12,3,2,13.311610221862793,5.454788684844972,1.6376237869262695,320.666666666667
4497,idea,12,4,4,9.953322410583496,9.71922492980957,0.0,352.15053763440903
4498,was,12,5,3,9.336026191711426,4.821741580963135,4.897483348846436,342.78494623655894
4499,something,12,6,9,10.659422874450684,8.553576469421388,0.0,326.698924731183
4500,that,12,7,4,2.5184245109558105,7.126757621765138,1.42681884765625,312.297872340426
4501,I,12,8,1,6.8440260887146,7.129508972167969,0.0,300.62765957446794
4502,was,12,9,3,3.8074674606323238,6.728240013122559,0.40126895904541016,307.14893617021283
4503,really,12,10,6,7.667915344238281,8.688854217529299,0.0,325.9893617021281
4504,excited,12,11,7,8.93238353729248,9.527636528015137,0.0,340.93478260869597
4505,about,12,12,5,3.4261875152587886,4.377699375152588,5.149937152862549,316.42553191489407
4506,and,12,13,3,6.5721683502197275,6.1729278564453125,0.0,314.4893617021281
4507,said,12,14,4,8.091196060180664,9.001313209533691,0.0,330.21505376344106
4508,nothing.,24,31,8,17.151612281799316,11.68759822845459,3.8180265426635738,393.7978723404258
4509,When,13,0,4,9.081892013549805,6.40224552154541,0.0,343.3829787234039
4510,I,13,1,1,5.159662246704102,6.732481002807617,0.0,307.8936170212769
4511,got,13,2,3,7.361834526062013,8.017266273498535,0.0,319.702127659574
4512,my,13,3,2,9.031073570251463,6.633548259735107,1.3837180137634275,292.5106382978719
4513,new,13,4,3,7.986062526702881,9.569746017456056,0.0,306.4574468085111
4514,Buster,13,5,5,5.345698356628418,9.72927188873291,0.0,317.78723404255294
4515,Brown,13,6,5,17.551826477050778,5.704663276672362,4.024608612060547,333.74468085106406
4516,"shoes,",26,15,6,17.593233227729797,11.654102802276611,1.848930835723877,337.3829787234039
4517,I,13,9,1,4.559789657592773,6.810368537902832,0.0,324.8085106382979
4518,was,13,10,3,3.36059045791626,7.042675971984862,0.0,352.8191489361701
4519,smiling,13,11,7,17.564523696899414,8.703868865966799,0.0,298.968085106383
4520,from,13,12,4,6.722087860107423,4.594475746154785,4.109393119812012,315.531914893617
4521,ear,13,13,3,16.688549041748047,6.432100296020508,0.0,310.2903225806449
4522,to,13,14,2,5.760960578918457,4.593637466430664,1.838462829589844,288.548387096774
4523,ear.,26,31,4,19.125727891921997,13.205196380615234,3.3885097503662114,322.333333333333
4524,Those,14,0,5,15.674495697021484,6.402242660522461,0.0,363.021505376344
4525,"shoes,",28,3,6,19.99237203598022,14.214241027832031,0.0,361.91397849462413
4526,they,14,3,4,8.590265274047853,8.157413482666017,0.0,341.52173913043504
4527,shined,14,4,5,6.1492109298706055,7.167693614959718,0.9897198677062988,362.967391304348
4528,really,14,5,6,16.478363037109375,6.883364677429199,0.2843289375305176,335.49462365591404
4529,"brightly,",28,13,9,18.045794248580933,14.094111919403076,3.65006685256958,324.08695652173907
4530,and,14,8,3,3.6519346237182617,8.455707550048826,0.0,340.782608695652
4531,I,14,9,1,8.353075981140138,8.049890518188478,0.4058170318603516,315.08695652173907
4532,liked,14,10,5,10.023639678955078,7.439685821533202,0.6102046966552734,300.0212765957449
4533,looking,14,11,7,13.836346626281738,5.687909126281737,1.7517766952514648,334.12903225806485
4534,at,14,12,2,6.937857151031494,4.717077732086182,0.9708313941955566,319.904255319149
4535,the,14,13,3,1.7641842365264893,6.400507926940918,0.0,319.010869565217
4536,bones,14,14,5,12.424687385559082,10.01404094696045,0.0,377.5957446808512
4537,in,14,15,2,5.8243727684021,5.03865909576416,4.975381851196289,336.21505376344106
4538,my,14,16,2,7.573037147521973,6.463425159454347,0.0,374.61290322580584
4539,"feet,",28,35,5,11.235695362091064,12.1336030960083,3.2636966705322266,418.5806451612898
4540,which,14,19,5,5.41222095489502,6.651623249053955,0.0,351.3978494623661
4541,I,14,20,1,5.063771724700928,7.231858253479004,0.0,364.763440860215
4542,had,14,21,3,4.110767841339111,7.716378688812256,0.0,332.13978494623694
4543,never,14,22,5,4.89192533493042,7.869469165802003,0.0,340.02150537634395
4544,seen,14,23,4,3.591996669769287,7.284265995025635,0.5852031707763672,346.25
4545,"before,",28,49,7,13.919424057006836,13.057579517364502,1.190530776977539,413.5212765957451
4546,through,14,26,7,10.032567977905273,7.297149658203125,0.0,391.344086021505
4547,a,14,27,1,3.1863224506378174,6.618572235107423,0.6785774230957031,373.67021276595716
4548,special,14,28,7,9.66143035888672,10.218852996826172,0.0,384.3936170212769
4549,x-ray,14,29,5,3.597398042678833,10.442440032958984,0.0,444.0212765957451
4550,machine,14,30,7,12.189844131469727,6.500690937042236,3.941749095916748,400.4148936170212
4551,they,14,31,4,12.265291213989258,5.689880847930907,0.8108100891113281,358.1276595744681
4552,had,14,32,3,3.250791311264038,6.960647106170653,0.0,321.8617021276599
4553,in,14,33,2,7.4434285163879395,7.78702449798584,0.0,329.55319148936195
4554,the,14,34,3,2.2061824798583984,7.42901611328125,0.35800838470458984,309.14893617021283
4555,shoe,14,35,4,15.7765474319458,9.85120677947998,0.0,350.74468085106406
4556,store,14,36,5,10.743518829345703,6.291587829589844,3.5596189498901367,374.6276595744682
4557,that,14,37,4,5.6570801734924325,4.825428485870361,1.4661593437194824,350.97849462365605
4558,made,14,38,4,8.184825897216799,7.115724563598633,0.0,327.94680851063805
4559,the,14,39,3,3.3571934700012207,5.624460220336914,1.4912643432617188,323.968085106383
4560,bones,14,40,5,13.760695457458494,10.279109954833984,0.0,354.127659574468
4561,in,14,41,2,5.752713680267334,7.0963783264160165,3.1827316284179688,327.5106382978719
4562,your,14,42,4,7.923100471496582,6.302145004272461,0.7942333221435547,302.0860215053761
4563,feet,14,43,4,7.620783805847168,8.315505981445312,0.0,317.39130434782595
4564,look,14,44,4,12.580699920654295,3.973474502563477,4.342031478881837,318.71428571428606
4565,green.,28,91,6,17.098032534122467,8.280246496200562,1.486492395401001,444.6236559139781
4566,I,15,0,1,7.4258198738098145,6.40224552154541,0.0,380.7340425531922
4567,was,15,1,3,3.624342918395996,8.211592674255371,0.0,328.94680851063805
4568,now,15,2,3,9.2283296585083,8.585233688354492,0.0,326.31914893617
4569,almost,15,3,6,10.962960243225098,8.478621482849121,0.1066122055053711,335.9148936170209
4570,ready,15,4,5,9.083333015441896,8.875919342041016,0.0,322.483870967742
4571,to,15,5,2,0.9908264279365541,3.2609424591064453,5.61497688293457,304.97849462365605
4572,go,15,6,2,5.651817798614503,8.502898216247559,0.0,317.8829787234039
4573,back,15,7,4,4.668627262115479,5.963345050811768,2.539553165435791,319.4086021505381
4574,to,15,8,2,1.2035236358642578,4.042678356170653,1.9206666946411133,310.31914893617
4575,the,15,9,3,1.170399785041809,5.884218692779541,0.0,299.4893617021281
4576,orphanage,15,10,9,15.12014102935791,9.888232231140137,0.0,308.44680851063805
4577,and,15,11,3,2.949800968170166,4.99703311920166,4.891199111938477,304.55319148936195
4578,practice,15,12,8,15.49717903137207,9.530865669250488,0.0,315.8936170212769
4579,being,15,13,5,11.170875549316406,5.667115211486816,3.863750457763672,308.44086021505393
4580,like,15,14,4,8.883500099182129,9.426305770874023,0.0,305.8085106382979
4581,the,15,15,3,2.062336206436157,6.869170188903809,2.557135581970215,306.21276595744706
4582,man,15,16,3,8.272850036621094,10.048696517944336,0.0,306.279569892473
4583,who,15,17,3,3.6855621337890634,5.303950786590576,4.74474573135376,330.3085106382979
4584,all,15,18,3,11.190574645996094,7.270687580108643,0.0,302.22580645161304
4585,the,15,19,3,7.662764072418213,6.9595723152160645,0.3111152648925781,302.903225806452
4586,girls,15,20,5,10.90206241607666,10.219559669494627,0.0,276.77419354838696
4587,"loved,",30,43,6,16.213659286499023,14.013381481170654,3.9344820976257324,302.6195652173911
4588,since,15,23,5,10.483675956726074,6.611663818359375,0.0,300.85869565217405
4589,I,15,24,1,4.803349018096924,5.782449722290039,0.8292140960693359,287.956989247312
4590,had,15,25,3,3.6786594390869136,6.78975248336792,0.0,289.91304347826093
4591,my,15,26,2,9.450027465820312,7.796468257904053,0.0,283.3804347826089
4592,new,15,27,3,9.58797836303711,8.458131790161133,0.0,302.279569892473
4593,Buster,15,28,5,5.079048156738281,9.38327693939209,0.0,290.13978494623694
4594,Brown,15,29,5,18.253284454345703,5.680897235870361,3.702379703521729,316.031914893617
4595,shoes.,30,61,6,17.922305583953857,9.90567398071289,1.0749688148498535,325.98924731182797
4596,It,16,0,2,7.448396682739258,6.40224552154541,0.0,300.1914893617021
4597,was,16,1,3,1.296560764312744,3.4118902683258057,2.9903552532196045,298.92553191489407
4598,the,16,2,3,3.63525652885437,7.830411434173584,0.0,283.451612903226
4599,new,16,3,3,10.832542419433594,5.008738040924072,2.821673393249512,281.0106382978719
4600,"haircut,",32,9,8,20.53770613670349,15.206257820129395,5.146302223205566,339.74468085106406
4601,"though,",32,13,7,13.128917217254639,13.022161483764648,0.5104789733886719,346.15957446808494
4602,that,16,8,4,7.4479713439941415,7.787477493286133,0.0,301.7096774193551
4603,I,16,9,1,8.701437950134277,7.02272367477417,0.7647538185119629,310.301075268817
4604,needed,16,10,6,9.181687355041504,7.364065170288086,0.0,304.1170212765961
4605,to,16,11,2,0.8878225684165955,4.595735549926758,2.768329620361328,303.095744680851
4606,complete,16,12,8,9.523427963256836,7.7837772369384775,0.0,305.8085106382979
4607,my,16,13,2,9.227391242980957,6.05609130859375,1.7276859283447266,298.064516129032
4608,new,16,14,3,8.828145980834961,8.89188003540039,0.0,312.1170212765961
4609,look.,32,31,5,14.660148143768309,14.561276435852049,5.31160831451416,318.97826086956496
4610,We,17,0,2,12.584928512573242,6.40224552154541,0.0,304.23404255319195
4611,finally,17,1,7,10.322549819946287,7.765625476837157,0.0,310.1182795698919
4612,arrived,17,2,7,10.622472763061523,8.962377548217773,0.0,297.92553191489407
4613,at,17,3,2,2.8888490200042725,4.604512691497803,4.357864856719972,281.57446808510593
4614,the,17,4,3,1.0106527805328371,4.843327045440674,0.0,340.02150537634395
4615,"unassuming,",34,11,6,7.439079284667969,16.100505352020264,0.5752797126770021,529.1075268817202
4616,unembellished,17,7,5,3.3072800636291504,6.9909119606018075,0.7717008590698242,544.851063829787
4617,"barbershop,",34,17,6,5.195338487625122,12.65735387802124,1.081075668334961,410.4893617021281
4618,where,17,10,5,4.6637115478515625,6.717664241790772,0.0,352.5106382978719
4619,they,17,11,4,3.295809507369995,5.452318668365479,1.265345573425293,334.07446808510593
4620,cut,17,12,3,12.11103057861328,6.753441333770753,0.0,327.8829787234039
4621,our,17,13,3,12.420979499816895,6.290642261505128,0.462799072265625,332.8297872340432
4622,hair,17,14,4,8.550685882568361,10.378548622131348,0.0,304.24468085106406
4623,for,17,15,3,5.823380947113037,5.627366065979004,4.751182556152344,306.27659574468106
4624,free,17,16,4,8.889732360839844,7.190077304840088,0.0,331.0106382978719
4625,because,17,17,7,11.937447547912598,8.90402889251709,0.0,319.9148936170209
4626,we,17,18,2,9.311162948608398,3.535212755203247,5.368816137313843,312.6947368421051
4627,were,17,19,4,2.293010234832764,5.86393404006958,0.0,323.032258064516
4628,orphans.,34,41,8,20.91991746425629,12.347084999084473,6.131960868835449,370.5806451612898
4629,Even,18,0,4,11.92707061767578,6.40224552154541,0.0,339.0
4630,though,18,1,6,2.548238039016724,5.858659267425537,0.5435862541198729,311.404255319149
4631,we,18,2,2,8.58924388885498,6.372852325439452,0.0,314.87234042553206
4632,were,18,3,4,2.377168893814087,6.742484092712402,0.0,324.97849462365605
4633,supposed,18,4,8,8.580930709838867,9.279168128967283,0.0,326.05319148936195
4634,to,18,5,2,0.05664432793855668,0.4586167633533478,8.820551365613937,324.1914893617021
4635,slowly,18,6,6,16.557279586791992,3.625569105148315,0.0,346.4623655913978
4636,wait,18,7,4,8.463620185852049,8.144332885742188,0.0,327.430107526882
4637,to,18,8,2,2.7181968688964844,5.242363452911377,2.9019694328308105,335.0425531914889
4638,be,18,9,2,3.2493934631347656,8.552676200866701,0.0,332.5106382978719
4639,"called,",36,21,7,12.183970928192139,15.294302463531494,2.798928737640381,308.14893617021283
4640,I,18,12,1,8.759257316589355,5.974022388458253,0.2736644744873047,298.451612903226
4641,ran,18,13,3,10.83053207397461,7.19047212600708,0.0,301.35106382978717
4642,straight,18,14,8,10.454922676086426,6.555419445037843,0.6350526809692383,316.8829787234039
4643,up,18,15,2,5.956357479095459,5.848637580871582,0.7067818641662598,288.43617021276594
4644,to,18,16,2,3.348011016845703,5.025113582611084,0.8235239982604979,309.1702127659568
4645,one,18,17,3,6.85918664932251,6.665195941925049,0.0,298.56382978723406
4646,of,18,18,2,2.219064712524414,6.593724250793457,0.0714716911315918,291.37234042553206
4647,the,18,19,3,0.6466931700706482,2.6631264686584477,3.9305977821350098,301.22340425531894
4648,barber,18,20,6,20.05646324157715,9.196484565734863,0.0,322.595744680851
4649,chairs,18,21,6,17.911880493164062,4.972005367279053,4.2244791984558105,324.731182795699
4650,and,18,22,3,4.119123458862306,4.525308609008789,0.4466967582702637,302.3829787234039
4651,climbed,18,23,7,14.676486015319824,8.33757209777832,0.0,319.85106382978717
4652,up,18,24,2,6.685067653656006,6.255768299102782,2.0818037986755367,304.34042553191506
4653,onto,18,25,4,10.879018783569336,5.889246463775635,0.3665218353271485,291.44680851063805
4654,the,18,26,3,1.143277287483215,5.144632816314697,0.7446136474609375,301.44680851063805
4655,board,18,27,5,11.334893226623535,9.815505027770996,0.0,324.1914893617021
4656,the,18,28,3,8.711362838745117,4.291461944580078,5.524043083190918,387.25531914893594
4657,barber,18,29,6,17.509780883789062,9.6037015914917,0.0,353.127659574468
4658,placed,18,30,6,17.77736473083496,5.697915077209473,3.9057865142822266,348.22340425531894
4659,across,18,31,6,10.738044738769533,5.910215377807617,0.0,326.55319148936195
4660,the,18,32,3,0.5651665925979614,3.256574869155884,2.6536405086517334,322.23404255319195
4661,arms,18,33,4,11.109846115112305,9.64059066772461,0.0,350.23404255319195
4662,to,18,34,2,5.605701446533203,4.920964241027832,4.719626426696777,331.1914893617021
4663,make,18,35,4,5.8831963539123535,7.65475606918335,0.0,308.3936170212769
4664,me,18,36,2,10.681396484375,6.215353965759277,1.4394021034240725,322.68085106383
4665,sit,18,37,3,11.950230598449707,9.073143005371094,0.0,330.1702127659568
4666,up,18,38,2,6.575551509857178,5.891376972198486,3.1817660331726074,343.967741935484
4667,higher.,36,79,7,17.24896240234375,10.878984451293945,1.0681939125061035,397.2021276595742
4668,I,19,0,1,7.4258198738098145,6.40224552154541,0.0,358.63829787234005
4669,looked,19,1,6,13.302536010742188,8.211592674255371,0.0,334.4787234042551
4670,at,19,2,2,3.832663536071777,6.694774627685548,1.5168180465698242,327.4731182795699
4671,the,19,3,3,1.7744054794311523,6.281708717346191,0.41306591033935547,351.4574468085111
4672,man,19,4,3,10.787699699401855,8.950041770935059,0.0,314.06382978723406
4673,and,19,5,3,4.07405424118042,6.10467529296875,2.8453664779663086,304.21276595744706
4674,"said,",38,13,5,10.277170181274414,13.549974918365479,3.7074084281921382,323.297872340426
4675,with,19,8,4,9.221319198608398,2.823866367340088,2.0974168777465816,319.6702127659568
4676,a,19,9,1,2.807898998260498,6.912791728973389,0.0,324.21276595744706
4677,beaming,19,10,5,3.9042785167694087,9.833191871643066,0.0,360.9893617021281
4678,smile,19,11,5,14.405850410461426,8.443126678466799,1.3900651931762695,319.26595744680805
4679,on,19,12,2,5.304363250732422,4.8832969665527335,3.5598297119140625,314.531914893617
4680,my,19,13,2,7.382893085479736,4.900160312652588,0.0,293.7934782608701
4681,"face,",38,29,5,6.697941422462463,12.45275068283081,3.27730131149292,307.279569892473
4682,'I,38,33,2,8.747777938842773,15.677337169647217,0.0,326.22580645161304
4683,want,19,18,4,7.0490803718566895,6.996286392211914,1.6404333114624023,295.096774193548
4684,an,19,19,2,8.423656463623049,5.42693567276001,1.5693507194519043,315.3936170212769
4685,Elvis,19,20,5,18.599498748779297,10.086987495422363,0.0,320.4574468085111
4686,haircut.,38,43,8,17.36110758781433,12.615161418914791,5.819882869720459,373.6595744680847
4687,Can,20,0,3,18.78275489807129,6.40224552154541,0.0,316.1170212765961
4688,you,20,1,3,9.62405490875244,7.6687750816345215,0.0,296.612903225806
4689,make,20,2,4,7.626270771026611,7.9701690673828125,0.0,300.28723404255294
4690,my,20,3,2,8.780681610107424,5.712601184844972,2.257567882537842,298.095744680851
4691,hair,20,4,4,10.041093826293944,8.871469497680664,0.0,304.531914893617
4692,like,20,5,4,9.608076095581056,7.69094181060791,1.1805276870727541,351.8817204301081
4693,Elvis's?',80,30,9,39.36465072631836,22.00605148077011,12.084362089633943,360.29347826087
4694,I,21,0,1,7.4258198738098145,6.40224552154541,0.0,351.02150537634395
4695,asked.,42,3,6,19.909334659576416,14.010242462158203,2.412942886352539,349.6666666666671
4696,The,22,0,3,2.774135112762451,6.40224552154541,0.0,328.77419354838696
4697,"barber,",44,3,7,17.921811819076538,15.41375732421875,4.483440399169922,302.78723404255294
4698,who,22,3,3,7.176286220550537,7.467514991760254,0.0,320.71276595744706
4699,was,22,4,3,2.55322003364563,6.301757335662843,1.165757656097412,305.75531914893594
4700,a,22,5,1,3.7164459228515625,8.616062164306639,0.0,320.6914893617021
4701,genial,22,6,5,3.1546845436096187,9.536680221557617,0.0,357.93617021276606
